record_date,tax_refund_type,tax_refund_type_desc,tax_refund_today_amt,tax_refund_mtd_amt,tax_refund_fytd_amt,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2017-03-16,IRS Tax Refunds Business,Checks,25,2272,19773,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,16
2017-03-16,IRS Tax Refunds Business,EFT,94,3382,11751,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,16
2017-03-16,IRS Tax Refunds Individual,Checks,254,5759,25743,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,16
2017-03-16,IRS Tax Refunds Individual,EFT,1289,48107,161969,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,16
2017-03-17,IRS Tax Refunds Business,Checks,6,2278,19779,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,17
2017-03-17,IRS Tax Refunds Business,EFT,11,3394,11762,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,17
2017-03-17,IRS Tax Refunds Individual,Checks,1300,7059,27043,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,17
2017-03-17,IRS Tax Refunds Individual,EFT,2159,50237,164099,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,17
2017-03-20,IRS Tax Refunds Business,Checks,100,2377,19878,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,20
2017-03-20,IRS Tax Refunds Business,EFT,103,3497,11866,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,20
2017-03-20,IRS Tax Refunds Individual,Checks,255,7315,27298,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,20
2017-03-20,IRS Tax Refunds Individual,EFT,2013,52244,166107,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,20
2017-03-21,IRS Tax Refunds Business,Checks,581,2958,20459,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,21
2017-03-21,IRS Tax Refunds Business,EFT,47,3543,11912,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,21
2017-03-21,IRS Tax Refunds Individual,Checks,376,7691,27675,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,21
2017-03-21,IRS Tax Refunds Individual,EFT,1272,53516,167378,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,21
2017-03-22,IRS Tax Refunds Business,Checks,17,2975,20476,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,22
2017-03-22,IRS Tax Refunds Business,EFT,198,3742,12110,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,22
2017-03-22,IRS Tax Refunds Individual,Checks,293,7985,27968,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,22
2017-03-22,IRS Tax Refunds Individual,EFT,7012,60522,174385,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,22
2017-03-23,IRS Tax Refunds Business,Checks,13,2988,20489,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,23
2017-03-23,IRS Tax Refunds Business,EFT,3,3745,12114,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,23
2017-03-23,IRS Tax Refunds Individual,Checks,254,8239,28222,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,23
2017-03-23,IRS Tax Refunds Individual,EFT,1170,61680,175542,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,23
2017-03-24,IRS Tax Refunds Business,Checks,20,3008,20509,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,24
2017-03-24,IRS Tax Refunds Business,EFT,40,3785,12154,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,24
2017-03-24,IRS Tax Refunds Individual,Checks,1306,9544,29527,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,24
2017-03-24,IRS Tax Refunds Individual,EFT,1930,63596,177458,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,24
2017-03-27,IRS Tax Refunds Business,Checks,13,3021,20522,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,27
2017-03-27,IRS Tax Refunds Business,EFT,19,3804,12173,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,27
2017-03-27,IRS Tax Refunds Individual,Checks,250,9794,29777,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,27
2017-03-27,IRS Tax Refunds Individual,EFT,1793,65384,179246,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,27
2017-03-28,IRS Tax Refunds Business,EFT,353,4157,12526,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,28
2017-03-28,IRS Tax Refunds Business,Checks,456,3477,20978,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,28
2017-03-28,IRS Tax Refunds Individual,Checks,366,10159,30143,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,28
2017-03-28,IRS Tax Refunds Individual,EFT,1187,66571,180433,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,28
2017-03-29,IRS Tax Refunds Business,Checks,3,3480,20981,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,29
2017-03-29,IRS Tax Refunds Business,EFT,1,4158,12527,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,29
2017-03-29,IRS Tax Refunds Individual,Checks,310,10469,30452,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,29
2017-03-29,IRS Tax Refunds Individual,EFT,6312,72878,186740,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,29
2017-03-30,IRS Tax Refunds Business,Checks,15,3495,20996,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,30
2017-03-30,IRS Tax Refunds Business,EFT,39,4196,12565,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,30
2017-03-30,IRS Tax Refunds Individual,Checks,276,10745,30728,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,30
2017-03-30,IRS Tax Refunds Individual,EFT,1087,73954,187816,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,30
2017-03-31,IRS Tax Refunds Business,Checks,7,3502,21003,VI,Income Tax Refunds Issued,Classification,1,2017,2,2017,1,03,31
2017-03-31,IRS Tax Refunds Business,EFT,41,4238,12606,VI,Income Tax Refunds Issued,Classification,2,2017,2,2017,1,03,31
2017-03-31,IRS Tax Refunds Individual,Checks,1365,12110,32093,VI,Income Tax Refunds Issued,Classification,3,2017,2,2017,1,03,31
2017-03-31,IRS Tax Refunds Individual,EFT,1949,75889,189752,VI,Income Tax Refunds Issued,Classification,4,2017,2,2017,1,03,31
2017-04-03,IRS Tax Refunds Business,Checks,21,21,21024,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,03
2017-04-03,IRS Tax Refunds Business,EFT,175,175,12773,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,03
2017-04-03,IRS Tax Refunds Individual,Checks,264,264,32357,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,03
2017-04-03,IRS Tax Refunds Individual,EFT,1655,1655,191402,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,03
2017-04-04,IRS Tax Refunds Business,Checks,498,519,21522,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,04
2017-04-04,IRS Tax Refunds Business,EFT,229,405,13003,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,04
2017-04-04,IRS Tax Refunds Individual,Checks,434,697,32790,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,04
2017-04-04,IRS Tax Refunds Individual,EFT,1341,2996,192743,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,04
2017-04-05,IRS Tax Refunds Business,Checks,5,524,21527,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,05
2017-04-05,IRS Tax Refunds Business,EFT,3,408,13006,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,05
2017-04-05,IRS Tax Refunds Individual,Checks,315,1012,33105,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,05
2017-04-05,IRS Tax Refunds Individual,EFT,6529,9520,199267,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,05
2017-04-06,IRS Tax Refunds Business,Checks,25,549,21551,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,06
2017-04-06,IRS Tax Refunds Business,EFT,18,426,13024,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,06
2017-04-06,IRS Tax Refunds Individual,Checks,327,1339,33432,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,06
2017-04-06,IRS Tax Refunds Individual,EFT,1174,10682,200429,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,06
2017-04-07,IRS Tax Refunds Business,Checks,7,555,21558,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,07
2017-04-07,IRS Tax Refunds Business,EFT,2,428,13026,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,07
2017-04-07,IRS Tax Refunds Individual,Checks,1691,3029,35123,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,07
2017-04-07,IRS Tax Refunds Individual,EFT,1952,12618,202365,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,07
2017-04-10,IRS Tax Refunds Business,Checks,28,583,21586,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,10
2017-04-10,IRS Tax Refunds Business,EFT,30,458,13056,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,10
2017-04-10,IRS Tax Refunds Individual,Checks,326,3356,35449,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,10
2017-04-10,IRS Tax Refunds Individual,EFT,1722,14335,204082,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,10
2017-04-11,IRS Tax Refunds Business,Checks,476,1059,22062,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,11
2017-04-11,IRS Tax Refunds Business,EFT,25,484,13082,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,11
2017-04-11,IRS Tax Refunds Individual,Checks,488,3843,35936,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,11
2017-04-11,IRS Tax Refunds Individual,EFT,1263,15598,205345,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,11
2017-04-12,IRS Tax Refunds Business,Checks,6,1065,22068,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,12
2017-04-12,IRS Tax Refunds Business,EFT,28,512,13110,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,12
2017-04-12,IRS Tax Refunds Individual,Checks,368,4211,36304,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,12
2017-04-12,IRS Tax Refunds Individual,EFT,6301,21894,211641,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,12
2017-04-13,IRS Tax Refunds Business,Checks,24,1089,22092,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,13
2017-04-13,IRS Tax Refunds Business,EFT,47,559,13157,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,13
2017-04-13,IRS Tax Refunds Individual,Checks,364,4575,36668,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,13
2017-04-13,IRS Tax Refunds Individual,EFT,1093,22976,212723,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,13
2017-04-14,IRS Tax Refunds Business,Checks,35,1124,22127,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,14
2017-04-14,IRS Tax Refunds Business,EFT,3,562,13160,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,14
2017-04-14,IRS Tax Refunds Individual,Checks,1769,6344,38437,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,14
2017-04-14,IRS Tax Refunds Individual,EFT,1989,24950,214697,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,14
2017-04-17,IRS Tax Refunds Business,Checks,128,1252,22254,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,17
2017-04-17,IRS Tax Refunds Business,EFT,64,627,13225,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,17
2017-04-17,IRS Tax Refunds Individual,Checks,334,6678,38771,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,17
2017-04-17,IRS Tax Refunds Individual,EFT,1776,26721,216467,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,17
2017-04-18,IRS Tax Refunds Business,Checks,587,1839,22841,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,18
2017-04-18,IRS Tax Refunds Business,EFT,117,743,13341,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,18
2017-04-18,IRS Tax Refunds Individual,Checks,543,7221,39314,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,18
2017-04-18,IRS Tax Refunds Individual,EFT,1457,28177,217924,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,18
2017-04-19,IRS Tax Refunds Business,Checks,11,1850,22852,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,19
2017-04-19,IRS Tax Refunds Business,EFT,28,772,13370,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,19
2017-04-19,IRS Tax Refunds Individual,Checks,409,7630,39723,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,19
2017-04-19,IRS Tax Refunds Individual,EFT,6988,35160,224907,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,19
2017-04-20,IRS Tax Refunds Business,Checks,29,1879,22882,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,20
2017-04-20,IRS Tax Refunds Business,EFT,106,878,13475,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,20
2017-04-20,IRS Tax Refunds Individual,Checks,440,8070,40163,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,20
2017-04-20,IRS Tax Refunds Individual,EFT,1364,36511,226258,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,20
2017-04-21,IRS Tax Refunds Business,Checks,100,1979,22981,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,21
2017-04-21,IRS Tax Refunds Business,EFT,38,916,13513,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,21
2017-04-21,IRS Tax Refunds Individual,Checks,2123,10194,42287,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,21
2017-04-21,IRS Tax Refunds Individual,EFT,2691,39184,228931,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,21
2017-04-24,IRS Tax Refunds Business,Checks,71,2050,23053,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,24
2017-04-24,IRS Tax Refunds Business,EFT,22,937,13535,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,24
2017-04-24,IRS Tax Refunds Individual,Checks,431,10625,42718,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,24
2017-04-24,IRS Tax Refunds Individual,EFT,2122,41299,231045,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,24
2017-04-25,IRS Tax Refunds Business,Checks,963,3013,24016,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,25
2017-04-25,IRS Tax Refunds Business,EFT,79,1017,13615,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,25
2017-04-25,IRS Tax Refunds Individual,Checks,771,11396,43489,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,25
2017-04-25,IRS Tax Refunds Individual,EFT,1385,42679,232425,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,25
2017-04-26,IRS Tax Refunds Business,Checks,7,3020,24023,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,26
2017-04-26,IRS Tax Refunds Business,EFT,0,1017,13615,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,26
2017-04-26,IRS Tax Refunds Individual,Checks,547,11943,44036,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,26
2017-04-26,IRS Tax Refunds Individual,EFT,8888,51560,241307,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,26
2017-04-27,IRS Tax Refunds Business,Checks,6,3026,24028,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,27
2017-04-27,IRS Tax Refunds Business,EFT,11,1028,13626,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,27
2017-04-27,IRS Tax Refunds Individual,Checks,441,12384,44477,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,27
2017-04-27,IRS Tax Refunds Individual,EFT,1582,53111,242857,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,27
2017-04-28,IRS Tax Refunds Business,Checks,41,3067,24069,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,04,28
2017-04-28,IRS Tax Refunds Business,EFT,6,1034,13632,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,04,28
2017-04-28,IRS Tax Refunds Individual,Checks,2838,15222,47315,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,04,28
2017-04-28,IRS Tax Refunds Individual,EFT,390,53475,243222,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,04,28
2017-05-01,IRS Tax Refunds Business,Checks,404,404,24473,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,01
2017-05-01,IRS Tax Refunds Business,EFT,3,3,13635,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,01
2017-05-01,IRS Tax Refunds Individual,Checks,500,500,47815,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,01
2017-05-01,IRS Tax Refunds Individual,EFT,455,455,243672,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,01
2017-05-02,IRS Tax Refunds Business,Checks,379,783,24852,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,02
2017-05-02,IRS Tax Refunds Business,EFT,48,51,13683,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,02
2017-05-02,IRS Tax Refunds Individual,Checks,215,715,48030,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,02
2017-05-02,IRS Tax Refunds Individual,EFT,385,840,244056,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,02
2017-05-03,IRS Tax Refunds Business,Checks,12,794,24864,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,03
2017-05-03,IRS Tax Refunds Business,EFT,0,51,13683,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,03
2017-05-03,IRS Tax Refunds Individual,Checks,236,951,48266,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,03
2017-05-03,IRS Tax Refunds Individual,EFT,4061,4901,248118,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,03
2017-05-04,IRS Tax Refunds Business,Checks,9,803,24873,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,04
2017-05-04,IRS Tax Refunds Business,EFT,4,55,13687,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,04
2017-05-04,IRS Tax Refunds Individual,Checks,218,1169,48484,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,04
2017-05-04,IRS Tax Refunds Individual,EFT,346,5240,248456,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,04
2017-05-05,IRS Tax Refunds Business,Checks,5,808,24878,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,05
2017-05-05,IRS Tax Refunds Business,EFT,31,86,13718,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,05
2017-05-05,IRS Tax Refunds Individual,Checks,2104,3274,50588,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,05
2017-05-05,IRS Tax Refunds Individual,EFT,165,5391,248607,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,05
2017-05-08,IRS Tax Refunds Business,Checks,18,827,24896,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,08
2017-05-08,IRS Tax Refunds Business,EFT,7,93,13725,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,08
2017-05-08,IRS Tax Refunds Individual,Checks,192,3466,50781,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,08
2017-05-08,IRS Tax Refunds Individual,EFT,259,5649,248866,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,08
2017-05-09,IRS Tax Refunds Business,Checks,767,1594,25663,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,09
2017-05-09,IRS Tax Refunds Business,EFT,361,454,14086,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,09
2017-05-09,IRS Tax Refunds Individual,Checks,148,3613,50928,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,09
2017-05-09,IRS Tax Refunds Individual,EFT,240,5890,249106,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,09
2017-05-10,IRS Tax Refunds Business,Checks,23,1617,25686,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,10
2017-05-10,IRS Tax Refunds Business,EFT,43,497,14129,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,10
2017-05-10,IRS Tax Refunds Individual,Checks,178,3791,51106,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,10
2017-05-10,IRS Tax Refunds Individual,EFT,1969,7859,251075,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,10
2017-05-11,IRS Tax Refunds Business,Checks,11,1628,25697,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,11
2017-05-11,IRS Tax Refunds Business,EFT,1,498,14130,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,11
2017-05-11,IRS Tax Refunds Individual,Checks,185,3977,51291,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,11
2017-05-11,IRS Tax Refunds Individual,EFT,209,8062,251279,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,11
2017-05-12,IRS Tax Refunds Business,Checks,821,2448,26518,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,12
2017-05-12,IRS Tax Refunds Business,EFT,243,740,14372,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,12
2017-05-12,IRS Tax Refunds Individual,Checks,1622,5599,52914,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,12
2017-05-12,IRS Tax Refunds Individual,EFT,126,8178,251395,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,12
2017-05-15,IRS Tax Refunds Business,Checks,32,2480,26549,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,15
2017-05-15,IRS Tax Refunds Business,EFT,27,767,14399,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,15
2017-05-15,IRS Tax Refunds Individual,Checks,159,5759,53073,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,15
2017-05-15,IRS Tax Refunds Individual,EFT,255,8433,251650,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,15
2017-05-16,IRS Tax Refunds Business,Checks,555,3035,27105,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,16
2017-05-16,IRS Tax Refunds Business,EFT,27,794,14426,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,16
2017-05-16,IRS Tax Refunds Individual,Checks,134,5893,53208,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,16
2017-05-16,IRS Tax Refunds Individual,EFT,139,8572,251789,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,16
2017-05-17,IRS Tax Refunds Business,Checks,2,3038,27107,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,17
2017-05-17,IRS Tax Refunds Business,EFT,79,873,14505,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,17
2017-05-17,IRS Tax Refunds Individual,Checks,137,6029,53344,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,17
2017-05-17,IRS Tax Refunds Individual,EFT,1250,9822,253039,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,17
2017-05-18,IRS Tax Refunds Business,Checks,73,3110,27180,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,18
2017-05-18,IRS Tax Refunds Business,EFT,77,950,14582,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,18
2017-05-18,IRS Tax Refunds Individual,Checks,109,6138,53453,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,18
2017-05-18,IRS Tax Refunds Individual,EFT,132,9955,253171,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,18
2017-05-19,IRS Tax Refunds Business,Checks,26,3136,27205,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,19
2017-05-19,IRS Tax Refunds Business,EFT,720,1670,15302,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,19
2017-05-19,IRS Tax Refunds Individual,Checks,1208,7346,54660,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,19
2017-05-19,IRS Tax Refunds Individual,EFT,96,10044,253261,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,19
2017-05-22,IRS Tax Refunds Business,Checks,37,3173,27242,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,22
2017-05-22,IRS Tax Refunds Business,EFT,234,1904,15536,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,22
2017-05-22,IRS Tax Refunds Individual,Checks,124,7469,54784,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,22
2017-05-22,IRS Tax Refunds Individual,EFT,147,10192,253408,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,22
2017-05-23,IRS Tax Refunds Business,Checks,495,3668,27737,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,23
2017-05-23,IRS Tax Refunds Business,EFT,72,1976,15609,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,23
2017-05-23,IRS Tax Refunds Individual,Checks,82,7552,54866,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,23
2017-05-23,IRS Tax Refunds Individual,EFT,98,10290,253507,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,23
2017-05-24,IRS Tax Refunds Business,Checks,7,3675,27744,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,24
2017-05-24,IRS Tax Refunds Business,EFT,9,1986,15618,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,24
2017-05-24,IRS Tax Refunds Individual,Checks,93,7644,54959,VI,Income Tax Refunds Issued,Classification,3,2017,3,2017,2,05,24
2017-05-24,IRS Tax Refunds Individual,EFT,895,11185,254402,VI,Income Tax Refunds Issued,Classification,4,2017,3,2017,2,05,24
2017-05-25,IRS Tax Refunds Business,Checks,5,3680,27749,VI,Income Tax Refunds Issued,Classification,1,2017,3,2017,2,05,25
2017-05-25,IRS Tax Refunds Business,EFT,0,1986,15618,VI,Income Tax Refunds Issued,Classification,2,2017,3,2017,2,05,25
